Transaction_ID,Customer_Name,Customer_Age,Store_Location,Store_Type,Product_Category,Product_Name,Quantity,Purchase_Amount,Discount_Applied,Payment_Method,Purchase_Date,Customer_Satisfaction_Rating,Return_Status
cd180a82-4447-4eab-84ef-4324cc1b4157,Jeff Jordan,52,New Kelly,Suburban,Home Decor,Board,1,2665.07,0%,Credit Card,25-03-2025,2,Returned
4e76833a-4baf-4f5e-a932-009453f28f11,Mitchell Jackson,40,Bellton,Rural,Electronics,Short,3,1342.89,5%,Debit Card,09-06-2023,,Yes
ff86cc31-9d66-4815-9a41-53b3e95f176c,Mark Moody,59,North Emilyfurt,Rural,Home Decor,Himself,5,753.71,0%,Wallet,11-02-2025,,Y
28f4e3ce-aded-4a80-bff9-507dcd14a03e,Brenda Lawson,36,Johnsonland,Urban,Groceries,Eat,4,409.19,none,Credit Card,10-05-2024,3,Yes
6202bee6-5cb5-469c-9dc7-b3e6a52964ff,Amanda Hernandez,34,Rushstad,Rural,Groceries,Life,5,2625.38,none,UPI,02-12-2024,5,N
878aaed9-233f-4c82-92ec-89af13aec376,Ernest Ramirez,,North Jillfort,Suburban,Home Decor,National,3,4342.41,0%,Wallet,20-11-2024,1,Yes
4303cbc1-1e25-45b8-8fc9-c86be9ddebf5,Michele Lewis,35,Heatherfort,Rural,Home Decor,Decision,3,2531.4,15%,Credit Card,02-02-2024,3,Returned
73b911d8-12f5-431a-9a52-d2ee22bf18f5,Micheal Osborn,,Elizabethland,Suburban,Home Decor,Oil,1,2772.82,0%,Debit Card,12-07-2023,3,Yes
d9f2dd0d-4cc9-45f2-a42e-50374a552ea0,Michael Graves,,Port Michael,Rural,Home Decor,Door,4,3479.85,0%,UPI,02-06-2024,3,Yes
238d6f44-cac4-40eb-b373-730efc31a597,Johnny Ward,50,Tannerside,Urban,Groceries,Carry,4,467.7,0,Debit Card,11-07-2023,1,Y
4f2dad3f-10d4-4e39-9612-37c9e25df9a8,Mitchell Mendoza,,Hammondshire,Suburban,Stationery,Back,2,270.51,5%,Credit Card,26-07-2024,6,Not Returned
12fc7a87-a470-4d48-9128-b9b1f8ede0ca,Michael Cooper,54,Port Tammy,Rural,Clothing,Lead,4,4749.24,0%,Wallet,14-07-2023,6,Yes
d4d60735-0e2f-4958-9e43-1e06e9247069,Christian Martin,,Sarahbury,Rural,Home Decor,Half,1,1323.1,5%,Debit Card,02-05-2024,5,Not Returned
d88f1c94-48b7-43d5-a519-dd7e84d67c4f,Craig Huber,,Davidport,Urban,Electronics,Possible,5,3549.79,10%,Cash,07-04-2025,5,Y
2b2bb8e9-a417-4093-80a8-a23d17eaec83,Lauren Jackson,,Meganshire,Rural,Clothing,Analysis,4,946.02,0,Credit Card,26-05-2024,6,Yes
0ba36279-14cb-4564-8743-7c3bdd20c3bf,Patricia Baker,63,Port Ashley,Suburban,Stationery,Prepare,2,4467.53,none,Cash,07-01-2025,5,Not Returned
a08dd21b-e395-4cb1-bf7f-6c0a07c0d116,Maria Turner,,Port Lindsay,Rural,Stationery,Into,0,3981.12,10%,UPI,16-08-2024,4,N
0f5675f8-b048-4aa1-92ae-5c22741b77f5,Jason Marshall,,Catherinemouth,Rural,Home Decor,Training,1,3098.55,5%,Wallet,25-11-2023,3,Y
dc5be7d1-fcef-4972-bbf4-83ce51beb80e,James Hodges,,West Johnville,Rural,Stationery,Example,,714.1,0%,UPI,16-10-2024,2,Yes
0cf477ef-18c8-4616-a410-8e9a3f779cae,James Gilbert,21,Port Rachel,Rural,Groceries,Teach,4,3862.13,10%,UPI,22-03-2024,3,Returned
500e15c0-b89b-4f7f-93e3-4c35ef0a573d,Christopher Ferrell,36,Jimenezport,Suburban,Groceries,Modern,3,4680.22,10%,Debit Card,18-12-2023,,Returned
8164ceec-64ab-451b-b1fa-c6e7170d7507,David Aguilar,28,North Juanfort,Urban,Stationery,Feeling,5,3110.7,5%,Debit Card,26-04-2023,5,Not Returned
6e51484d-1b84-4dc3-98e0-49de0217ea0e,Dennis Diaz,,Diazfurt,Rural,Groceries,Approach,1,4143.66,5%,Debit Card,28-05-2024,1,Yes
8da00495-5cce-4ba9-b1d4-ee098fd33afc,James Cole,,Marciaville,Suburban,Groceries,Career,5,2540.39,0,Wallet,23-06-2024,1,Y
fc9e1dcb-cb7e-4268-9f89-ed1264d6dfbf,Todd Fischer,,New William,Urban,Clothing,Month,4,3474.21,10%,Debit Card,22-06-2023,2,N
b6adf48b-2314-40c8-89f6-44050b990034,John Bryant,,West Sarah,Rural,Stationery,From,3,3697.58,none,Credit Card,09-05-2023,,N
bd44089d-9dd2-49de-bd98-fe336498abe9,Linda Romero,24,Ericksonport,Suburban,Home Decor,May,2,700.36,15%,Debit Card,12-08-2023,6,No
ac7e937c-54cc-4e2a-9e4c-b287044251db,Jason Parker,30,New Thomasshire,Suburban,Stationery,Participant,,4086.04,20%,Wallet,31-12-2024,3,Y
7afeb114-9561-4813-8d25-9caab8adad87,Mark Harvey,47,Hernandezbury,Urban,Stationery,Almost,4,2537.11,5%,UPI,01-10-2023,5,Returned
30d73df7-1c22-4cea-b355-56a5f2bd92f2,Erik Hernandez,,South Warren,Rural,Electronics,Population,,2524.98,none,Credit Card,25-06-2024,5,Not Returned
bc5fd4dd-d92f-4c1e-9f70-fb2a78bb22a5,Michele Stone,,Whitneyfort,Urban,Stationery,Never,4,3664.79,none,Debit Card,22-03-2025,5,Y
75ac824c-2c55-4ef7-b4e9-573450521700,Gloria Gomez,35,Chelseaborough,Urban,Electronics,Employee,4,460.31,20%,Wallet,25-01-2024,5,Returned
f1053252-3990-42c9-8c6a-70f48edec44d,Elizabeth Roberts,,Lake Janet,Rural,Electronics,Free,0,2833.38,0%,Credit Card,10-11-2023,,No
ef3a6f27-ef06-4ccb-8f7c-1d59594b2a3a,Denise Martinez,56,Huangfurt,Suburban,Stationery,Tell,4,4039.43,20%,UPI,14-04-2024,,No
257f7595-cdfb-4db9-85e7-8b23f4613f09,Dwayne Klein,,Sandraview,Rural,Stationery,Small,0,3009.25,20%,UPI,01-01-2024,5,Returned
89e03e22-d3f4-449b-b3ba-ba8836c7d6fa,Justin Nelson,,New Joycebury,Rural,Electronics,Eight,1,1904.95,0,Debit Card,14-04-2024,1,N
39c59df9-87f2-45d6-a7ba-26acab7a3d1c,Amy Gutierrez,,Garciaberg,Urban,Groceries,Accept,4,3634.86,20%,Credit Card,17-05-2023,4,No
682b163a-286e-4390-add9-7a1afa585b27,Shirley Alvarez,,Port Tamara,Rural,Groceries,Full,3,1034.84,15%,Wallet,08-06-2024,2,N
c4cb294f-e86e-4e63-8f25-477da55990e7,Kenneth Nichols,63,East Robertburgh,Rural,Groceries,World,,4376.81,0,Debit Card,15-11-2023,6,Yes
65a16fa9-d611-49a1-bf46-a6bf094d916d,Charlotte Curry,,Nancytown,Rural,Clothing,Fire,2,2674.84,0%,UPI,22-03-2025,6,N
fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,Jesse Davidson,,Smallberg,Suburban,Groceries,Today,5,4790.95,0%,Wallet,22-06-2024,4,Y
cf0e6d2b-315c-467a-85d8-a6ad77d0359e,Christopher Stevens,36,Jennifertown,Rural,Stationery,Since,,2846.39,none,Wallet,03-05-2024,,Y
aca58d95-915a-4c30-8b86-b5a1ca6fbff8,Casey Chase,36,Wilcoxhaven,Suburban,Electronics,Generation,0,4110.05,none,UPI,25-12-2023,0,No
2f4dd219-186b-4880-ab54-5a15669d01ff,Mrs. Taylor Smith,,Youngview,Urban,Electronics,Girl,2,3761.96,10%,Debit Card,14-06-2023,5,Returned
02ed73ce-92a8-4713-b90e-d44b951c25d5,Ian Young,58,South Kurtfurt,Urban,Electronics,Rich,5,1288.04,0,Wallet,28-11-2023,4,No
b41c504f-e346-4415-a526-7a2bec50ace4,Melissa Fowler,53,Michaelbury,Suburban,Home Decor,Discuss,2,592.67,none,Wallet,02-05-2024,6,Yes
bf6b8cdf-7479-4b61-a737-2b527a6a2107,Jacqueline Miles DVM,59,Port John,Rural,Electronics,Somebody,1,1673.72,0,Cash,20-07-2023,5,Yes
86879aa9-14f5-43d0-8991-2032df85c777,Michael Miller,49,North Mariahaven,Rural,Clothing,Degree,0,4676.22,5%,Credit Card,13-07-2024,3,N
53ff8461-2a1f-4b61-a65c-b9d989628f6e,Jessica Frazier,,Davishaven,Urban,Stationery,Like,3,4649.43,0%,Wallet,25-06-2024,2,N
836435e3-21c7-4aa3-b414-23b50e3e25f2,Justin Hansen,34,Jenniferfurt,Urban,Clothing,Environmental,4,1720.35,0,UPI,26-12-2024,2,Not Returned
940c3503-37c8-4152-beed-0af900c59f30,Jeff Graves,,North Valeriefort,Urban,Home Decor,Almost,,959.93,none,Credit Card,01-01-2025,4,N
22ab7752-c4db-4a62-ae13-418d68ab80ea,Veronica Brewer,42,Brooksfurt,Suburban,Clothing,List,1,2439.53,10%,UPI,16-11-2023,3,Y
602a4e57-60a3-49d4-a821-e716eac80da1,Victor Baxter,21,Lake Michelle,Suburban,Clothing,By,,1381.61,0%,Cash,11-02-2025,1,No
87623997-649f-4d88-8989-c5abfe2b34d8,William Davenport,57,West Stevenside,Urban,Groceries,Language,3,3482.42,0,Wallet,24-08-2023,5,Y
3f5cf2f3-3acb-43a3-92c7-bffb6118433b,Christopher Lopez,60,North Lisachester,Urban,Stationery,Possible,4,2137.64,20%,Credit Card,25-05-2024,,Returned
04015ced-e398-46bb-a23d-dfaaefad49e9,Austin Wheeler,53,Harperton,Rural,Stationery,Election,1,482.7,20%,Cash,23-11-2024,,Yes
3bfda8a6-705f-4df5-a6fa-dca00b531932,Nicole Parsons,49,New Victoria,Rural,Home Decor,East,,669.58,10%,Credit Card,03-11-2024,6,Returned
51a3ac26-937b-479b-bb44-badcea98fef8,Patricia Cardenas,,West Nancy,Rural,Electronics,Recent,5,2338.31,5%,Wallet,31-12-2024,0,N
46707cd6-4ced-4164-a9df-14e9389641dd,Travis Hobbs,,Lake Erika,Rural,Electronics,Only,1,3754.44,20%,Debit Card,16-05-2024,1,Yes
f10bce9c-582b-41ee-b8e8-035b0c00988a,Jane Warren,44,Russellport,Urban,Home Decor,However,1,4932.07,15%,UPI,26-04-2024,2,Y
3db0174e-7938-478a-89b5-aab0c12169db,Elizabeth Zimmerman,61,Melendezside,Rural,Clothing,Itself,4,2297.83,15%,Credit Card,28-08-2023,0,Yes
636f6e5c-2253-4706-87ad-8b268eaa5841,Dalton Lucas,,Booneland,Suburban,Stationery,North,2,2691.33,0,Wallet,25-02-2024,0,Yes
44b9e602-0d31-412e-b0c3-6756d453f867,Larry Williams,30,East Lindashire,Urban,Home Decor,Shake,2,1312.81,0%,Debit Card,21-10-2024,4,Y
3579c143-7ab9-4428-b78e-65108f10d33e,Felicia Krueger,,East Sharonville,Rural,Electronics,Skin,1,1279.26,5%,Cash,10-09-2024,1,Returned
b2149062-3e1a-463e-aa18-d32c7a9a8ef5,Christine Herman,,Kimberlyfurt,Urban,Stationery,Man,2,2250.92,20%,UPI,13-11-2024,0,Yes
42f5b3f5-4ef4-434d-9bf8-6f3ca6129a1c,Stephen Owens,,Gillmouth,Suburban,Clothing,Who,,1260.83,10%,Credit Card,26-05-2024,,Returned
0bb401e7-69f7-43f1-901b-a8515ee68495,Connie Thomas,,Angelashire,Rural,Home Decor,Particularly,5,3167.37,15%,Debit Card,12-09-2023,3,N
32399ffb-2704-4f25-8b91-b8cb6ae66582,James Whitaker,,Piercemouth,Urban,Groceries,Even,4,2100.47,0%,UPI,18-10-2024,0,No
b93b17fb-f76d-45fd-bd16-45a0d253d966,Katherine Jackson,44,Garyside,Suburban,Groceries,Middle,5,4048.3,5%,UPI,20-11-2024,3,N
fd85d7fa-8ac9-4b01-a3ad-64d4eab9eb02,Amy Johnson,52,Port Elizabethtown,Urban,Clothing,Itself,3,4618.91,none,Wallet,28-08-2023,2,Yes
116658ce-3b3f-4800-a175-a9c3d7b102a9,Alexa Wagner,64,Brucefort,Suburban,Groceries,Receive,0,4380.74,10%,UPI,23-07-2023,1,Returned
8d388327-883f-43c6-81b1-58e90406ff44,Alan Bowen,,Andrechester,Urban,Stationery,Sure,,1137.86,10%,Cash,20-04-2024,1,Yes
eb053fc4-1b65-4dab-ade4-6e91e8e6e840,Chase Lee,,Lisaview,Suburban,Clothing,Stuff,3,2805.19,none,UPI,06-04-2025,4,N
67f1698c-f594-4a54-9f80-4eeb143a9aff,David Terry,38,Gabriellaland,Suburban,Clothing,Ready,,2383.42,none,Wallet,10-02-2024,6,N
17efa621-081c-49d4-8274-37eba65f7b8a,James Alvarez,,Lake Georgefort,Suburban,Groceries,Through,3,3732.14,5%,Cash,02-02-2025,4,Returned
90dbfad6-54ce-46be-88cc-e2c2a518a418,Valerie Jacobson,,East Jasonshire,Suburban,Home Decor,May,4,2891.97,10%,Wallet,10-03-2024,0,Returned
af36b8cc-1308-4974-ac95-b3ac0beb7c34,Stephanie Elliott,29,East Sarahmouth,Rural,Electronics,Admit,5,929.4,0,Credit Card,04-11-2023,,N
d218c9d6-c093-4fb0-a4e9-bcfd9647ff9f,Jennifer Jones,32,New John,Rural,Groceries,They,2,3845.26,15%,Credit Card,15-09-2023,1,Not Returned
8a624cbd-e582-4678-ad52-29dd639fc471,Perry Taylor,,New Juliestad,Rural,Home Decor,Argue,,1928.68,20%,Credit Card,26-01-2025,6,Not Returned
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,Randy Friedman,,Novakmouth,Urban,Stationery,All,,158.07,20%,Wallet,22-06-2023,0,Y
735741e5-fe1a-4ba9-8896-9c5b45f8c28d,Henry Pugh MD,33,Millerport,Rural,Stationery,Success,5,624.38,5%,UPI,12-08-2024,3,No
4499d0a6-1500-4170-92d1-5585b68e47fa,Michael Walters,47,Stewartville,Rural,Groceries,Benefit,3,3995.19,5%,UPI,16-10-2023,5,N
5c238d8d-71da-45b9-8eea-9db8f165d779,Ashley Miller,,Coleside,Suburban,Home Decor,Music,,3303.31,none,Debit Card,12-04-2023,2,Yes
5a9a206a-16f1-42a2-86b9-19aa1a7167c7,Linda Mueller,,Smithchester,Rural,Electronics,Important,4,3543.94,5%,Debit Card,18-02-2024,1,N
8f3dc97f-e6b0-4a0a-b98f-5dbe15aede0f,Vanessa Armstrong,,Lake Oscar,Urban,Electronics,Chair,,1135.94,none,UPI,03-12-2024,4,Returned
255bfc1c-7e3d-4ee4-84b6-4ec14d16f049,Jeffrey Fisher,31,Pattonstad,Rural,Home Decor,Enter,3,978.84,none,Credit Card,02-11-2023,1,Yes
9803b22e-7eec-488d-a002-352ab88cddde,Judith Taylor,,South Martinfurt,Suburban,Groceries,Summer,4,2876.81,none,Credit Card,16-10-2023,4,Not Returned
6e3cdd4f-55b1-45e4-b0b2-7304545cd88d,Shannon Mccann,,West Malik,Suburban,Electronics,Yourself,2,363.11,15%,UPI,05-02-2025,,Yes
2d79a2d1-506e-40c7-baa0-61e9336b00cb,Tracy Carter,45,Faulknerbury,Rural,Stationery,Gas,5,2503.96,0%,Wallet,29-09-2024,6,N
64976593-c92e-4c93-9105-c8d647c1c017,Timothy Gonzalez,35,Lake Katrina,Suburban,Groceries,Agreement,1,4010.47,0,Wallet,25-01-2024,5,Yes
35ab8466-b557-4b00-b166-cdcf762cdfbc,Eddie Schwartz,35,Chambersberg,Urban,Electronics,Property,4,548.45,0%,Cash,23-10-2024,2,Y
2775ee42-a89e-42f2-80af-bf3f3df51967,Rachel Jones,,Aguilarside,Suburban,Electronics,Move,3,606.14,5%,UPI,29-11-2023,0,Returned
6b15c11b-b113-450b-9ea0-50c6eb9ed274,Rachel Ward,51,North Kaylastad,Rural,Home Decor,Compare,2,3651.73,20%,Cash,25-03-2025,2,Returned
fbcdbf5e-902f-4465-8b57-07209cd8758b,Maria Rasmussen,,Tammychester,Suburban,Clothing,Born,1,1415.19,10%,Wallet,22-08-2024,5,No
82bbad84-38d5-401f-823c-ad9d193e4783,Kristin Watts,49,South Neil,Suburban,Electronics,Major,,1333.33,10%,Cash,16-04-2023,,Not Returned
801e8690-b0c0-4fcc-96ad-d4dfadf75924,Zachary Webb,,Robertland,Suburban,Stationery,Business,4,1727.86,20%,Cash,27-11-2024,0,Y
592c1107-2444-4301-baeb-286bf0d0270f,Jesse Clark,,Baileyville,Rural,Groceries,Left,4,2447.15,10%,UPI,12-01-2025,4,Y
1132567c-51a4-4d2a-b3d3-9457b25f13df,Robert Wilson,52,Deborahburgh,Rural,Stationery,Wonder,2,1888.58,20%,Credit Card,19-10-2024,0,Returned
8d49fe3f-2ca8-4783-8418-2d353e711433,Justin Mullen,62,Port Richard,Suburban,Home Decor,Create,4,4720.58,10%,Cash,03-11-2024,6,Y
6544e313-6ea0-4d13-a845-54c3a3f66c61,Lucas Gonzalez,42,Priceborough,Suburban,Stationery,Describe,,1338.14,10%,Wallet,30-08-2023,4,N
cbc72f1a-cf08-4a54-b429-9924c0986750,Brian Wiggins,52,West Mark,Urban,Groceries,Lot,3,2763.86,none,UPI,10-11-2023,0,Not Returned
7d4ed26e-dcd5-4fae-abb3-16a743299780,Margaret Harper,,Matthewsstad,Suburban,Electronics,He,,2859.78,0,Credit Card,05-07-2023,1,Not Returned
d051267f-2c2a-434b-9e0b-7b01753659ef,Rebecca Sellers,62,Lake Dennisville,Suburban,Clothing,Edge,5,2602.31,20%,Wallet,23-01-2025,4,Returned
b1850eb8-5f90-4c87-aedc-017e1df05d18,James Carlson,,Hendersonfort,Urban,Electronics,Prove,4,1790.34,5%,Cash,01-12-2023,3,Yes
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,Ms. Katherine Taylor MD,,Harveystad,Urban,Home Decor,Act,5,2331.13,10%,Wallet,29-05-2024,,N
624a2a50-d0b1-4de0-b1f3-f0c022f3f068,Kathy Simpson,39,Perrymouth,Rural,Groceries,Middle,1,318.95,0,Cash,18-04-2024,5,Yes
cbbed980-07e6-4cb0-90bd-e9001529e6f5,Dorothy Hill,43,Garymouth,Urban,Home Decor,Others,4,1721.85,15%,Wallet,15-08-2023,3,No
8cbadae5-7ecc-4af4-8413-4dc2c5c5ae8a,Laura Adams,63,Amberton,Urban,Clothing,Soon,4,2302.92,15%,Credit Card,04-11-2024,4,Yes
fd61f13b-37f2-4d36-8bdd-cee370fd6672,Noah Valdez,,West Nancy,Rural,Clothing,Alone,4,1892.39,10%,Debit Card,17-10-2024,3,Yes
d1151fff-dcb9-4d5f-993c-572b4347dbca,Sean Wilson,57,East Lisa,Rural,Clothing,Per,3,2976.32,0%,Debit Card,22-03-2024,0,N
9c3a1e0b-b5f3-48aa-9c6d-afff59c2f153,Carol Taylor,,Port Jamie,Rural,Groceries,Artist,3,1634.61,10%,Debit Card,24-09-2024,3,Yes
98cbaa52-47f5-4019-8843-8de259cf0b0d,Erica Padilla,58,Ashleyhaven,Rural,Groceries,We,2,2916.55,15%,Wallet,23-06-2024,3,N
f67839b2-22b5-4457-9860-ad28d0afb235,Jennifer Brown,40,Michelleberg,Suburban,Groceries,Science,5,1641.44,15%,Cash,16-09-2024,3,Yes
b61df906-2570-45db-bfea-d90a21f8072d,David Bridges,,Burnsshire,Urban,Electronics,Project,4,2104.76,15%,Debit Card,08-02-2025,6,Not Returned
73b5bad5-600b-4b35-aa0a-a7d5a0b85755,Robert Mack,36,Robertsonview,Suburban,Stationery,Run,2,1531.24,0%,Wallet,02-11-2023,4,Returned
f343d9eb-7466-4f02-9e7b-72c8e097dedb,Kevin Melton PhD,41,Lake Teresastad,Rural,Home Decor,To,0,2906.3,0%,Debit Card,04-04-2025,2,Returned
37c3b3c9-65d0-4517-88d0-0abdcbb18c79,Samantha Simpson,37,Mariamouth,Suburban,Clothing,Officer,,601.84,none,UPI,27-05-2023,0,No
7c3f1add-da38-4db5-90ee-b067216e9fe5,Stephanie Farmer,,North Conniemouth,Rural,Stationery,Admit,0,2251.44,5%,Wallet,29-06-2024,2,No
70f81dba-2871-4b9b-9b8f-0e32edef5003,William Patterson,,Lake Kevin,Rural,Clothing,Two,2,3945.76,none,Debit Card,13-07-2023,3,Yes
a79313b8-17e5-4113-8626-23bee0688849,Bradley Beck,35,North Randy,Urban,Home Decor,Focus,3,4897.1,0%,Credit Card,01-04-2025,,Returned
6de21429-3bf0-49c1-8156-e501b30e96e8,Michele Smith,,Millershire,Urban,Home Decor,Draw,2,3536.99,10%,Wallet,22-10-2024,3,No
02106371-0260-4123-b1ef-e72aae13591e,Ruth Mcneil,58,Bensonfort,Suburban,Stationery,Avoid,4,3176.28,15%,UPI,15-05-2024,5,Yes
ce532ffd-bb13-4f02-96de-66c96210def6,Erik Ibarra,18,South Kiara,Rural,Home Decor,Some,3,2328.01,15%,UPI,02-10-2023,,Returned
ad58db1b-fe31-437a-a43e-558c2215df00,Joseph Smith,,South Michael,Suburban,Clothing,Different,0,1167.37,15%,UPI,15-02-2025,0,No
6965d1d1-eb7e-4e64-a6c0-747ebf8e8bfa,Jessica Robinson,61,East Karenshire,Urban,Electronics,Show,0,2874.1,15%,Wallet,07-08-2024,3,Y
50834fef-6dec-4bbd-b697-77a159fe3d53,Danielle Newman,62,New Carolyn,Rural,Clothing,Set,4,2262.3,5%,Cash,31-01-2024,3,No
b0c30a59-f0f7-4d22-876a-8e0f48f091f0,Ryan Liu,41,New Catherine,Urban,Home Decor,Current,3,557.37,0%,UPI,22-07-2024,5,Yes
0df83e12-a56b-41e0-8ba8-a4ca6449cb6f,Rebecca Allen,18,Rodriguezfort,Suburban,Electronics,Pull,,2203.23,5%,Cash,08-11-2024,4,Yes
fa4a58ef-e383-4348-873d-c8bd122dd7be,Isaac Stewart,45,Valenciashire,Suburban,Electronics,Kitchen,3,145.51,0,Cash,12-07-2024,6,Yes
c34201db-2c3a-4cdc-aed5-4a468bde005b,William Jones,42,North Joseton,Rural,Groceries,Win,3,605.69,0%,Credit Card,16-01-2024,2,No
81b13b80-65e1-40f5-8a0e-e8c4f2dcb12b,Micheal Wang,64,Milesland,Rural,Groceries,Push,4,3090.56,10%,Wallet,24-05-2023,1,Y
4708203b-2716-40c1-9db5-428389a3c811,Bob Mccall,,New Mark,Suburban,Home Decor,Peace,1,4313.82,5%,UPI,28-05-2024,6,No
ae59aa52-a65b-422b-95a3-86d9c362a810,Emily Kim,,North John,Rural,Electronics,Window,2,1457.14,5%,UPI,12-08-2024,4,Returned
9bdc70d1-9cbf-4b8c-b410-2d5d1db14bfc,Maxwell Barrett,,North Alexander,Suburban,Electronics,Certain,,3764.43,0%,Cash,10-03-2024,4,Yes
f3f8dea4-7f14-4afa-a9f0-ef7c02e7df89,Joseph Carson,,Garyberg,Rural,Home Decor,So,3,2688.6,5%,UPI,03-10-2024,2,Y
e2ec13f4-bba1-4ed9-84cd-bfdddf9b141e,Steven Rogers,55,Nelsonland,Urban,Clothing,Everyone,1,3837.36,none,Cash,04-12-2024,3,Yes
13badc91-a0a5-4de6-939f-71a2f99cea5c,Jorge Brown PhD,,West Eric,Suburban,Home Decor,Spring,5,4748.53,15%,Credit Card,12-10-2024,1,Y
b90800f3-ac93-481a-92eb-eab0e4eec67c,Patrick Smith,31,East Brandonstad,Rural,Clothing,Identify,1,1459.59,0%,Wallet,26-06-2023,3,Returned
f5d8fb91-ee60-41ac-add0-622e266bf2ea,Kristen Sloan,21,Walkerbury,Urban,Home Decor,Keep,,1619.83,15%,Credit Card,22-03-2025,2,No
d3748a11-4571-4959-91e7-44e4b864ca08,Jake Shaw,29,East Jeffreyhaven,Urban,Groceries,Any,,1615.52,0,Credit Card,19-03-2025,1,Not Returned
ddb449dc-7710-4966-a082-7f7611a529b4,Ryan Murphy,34,Smithborough,Suburban,Groceries,Film,0,2662.73,none,UPI,13-02-2024,,Not Returned
9f6a6a65-bd54-4a04-8dcd-0009c8d57717,Jacob Bonilla,35,Lake Rachel,Suburban,Stationery,Soon,3,3880.01,5%,Credit Card,18-06-2024,2,N
eeb19ad2-01a1-4b0f-a68b-84b63ec0a285,David Reed,41,West Aaronfurt,Suburban,Electronics,Time,5,371.65,none,Debit Card,16-12-2024,,No
34879e41-1a9c-472a-8eb9-047dba2ac3d9,Cynthia Vasquez,18,East Jenniferland,Urban,Home Decor,Animal,1,1219.18,20%,UPI,01-11-2024,2,Yes
850ef0ad-d872-472e-a5b4-a1ae3b41c943,Steven Ellis,,New Codyberg,Urban,Clothing,Public,1,976.91,none,Cash,23-03-2025,3,Returned
915cb31b-9786-4b12-9328-172664f434d6,Matthew Anderson,25,Josemouth,Urban,Groceries,With,5,1429.16,5%,Debit Card,03-01-2025,,Y
bc4015fa-d4f7-4322-b362-c0d264988bde,Jesse Hall,,East Kimberly,Urban,Stationery,Pattern,0,437.74,15%,Wallet,20-12-2024,0,Y
7316ce64-2a14-4a96-9b0c-62eb27c8fc6c,Jason Herrera,57,South Kyle,Suburban,Clothing,Evidence,3,1528.82,none,Debit Card,01-07-2023,4,Not Returned
cebeabaa-2859-4b34-9725-d2c71eb2a7b8,Samantha Terry,27,East Marymouth,Suburban,Electronics,Choose,0,3689.07,20%,Cash,29-01-2025,4,No
5b11f51f-f7e9-401d-bf8b-4433b60e695c,Anthony Evans,,North Stephanie,Urban,Groceries,Top,0,4759.85,5%,Debit Card,17-06-2023,1,Not Returned
3ff6579e-8cd4-490a-bf82-11bc8e52fc42,Brian Leon,35,North Bryanbury,Urban,Groceries,Case,2,2510.94,5%,Debit Card,24-03-2024,0,Not Returned
afb06406-5f4b-4a97-a68c-879bd2dc42c8,Maria Aguilar,24,Samanthaland,Rural,Home Decor,Age,1,2346.44,0,Credit Card,08-09-2023,,Returned
7184b713-a55f-45b7-a709-fba6329fc417,Anna Boone,,Davidmouth,Suburban,Clothing,Apply,2,2231.42,10%,UPI,28-05-2023,1,Y
d259f960-6ee3-4607-92ea-1324ec93e596,Kathleen Reyes,24,Thompsonborough,Urban,Groceries,When,2,465.97,10%,Wallet,16-08-2023,4,Returned
e2280fe3-722d-4e13-87a4-8c4246653497,Lucas Jensen,,Victorside,Suburban,Clothing,Measure,0,691.61,0%,Credit Card,31-08-2023,0,No
2321e64e-620d-4a1f-879f-66281674eb65,Marvin Robles,,Lake Virginia,Urban,Electronics,Of,5,4149.29,0,Cash,25-05-2023,5,Yes
c82ba1be-61eb-44e6-bd49-8e2004ffeab2,Karen Harrington,29,Robertahaven,Suburban,Home Decor,Fund,3,2615.95,0,Debit Card,15-12-2024,0,Y
51a1f5df-06ac-4010-ae08-69c1453b45fe,Alyssa Cochran,25,Brianfort,Urban,Groceries,Next,0,564.15,5%,Cash,03-02-2024,4,No
3b964c74-ffe6-4994-9580-4c2ac44fc4b8,Ariel Sandoval,,Amandaton,Urban,Electronics,South,,1923.97,0,Credit Card,10-01-2024,0,Yes
cc21cbdb-fb8f-48c4-98b4-8ead93608edf,Timothy Frey,25,East Joel,Suburban,Electronics,Friend,0,4065.56,5%,Cash,25-09-2023,6,Y
e9fa97e2-5bd9-4609-b297-a782bcf474aa,Michele Bell,,New Stacy,Urban,Clothing,Think,4,4126.26,15%,Cash,24-12-2024,0,Yes
8ac8ad93-7e02-421d-b86b-543ae1b243cc,John Davis,57,New Jeffery,Rural,Clothing,New,1,1471.29,10%,Wallet,27-12-2024,5,Returned
9d37efb6-eafb-4e90-94ec-84ce002ccb25,Carlos Love,44,Brianberg,Rural,Stationery,Peace,4,398.8,0%,Cash,13-04-2024,6,No
1c654aa2-c63c-421d-a443-5958eacf33a9,Shannon Yu,,Janetfurt,Suburban,Stationery,Peace,,4948.08,none,Debit Card,06-10-2024,1,Y
22ee7f07-5296-4fb3-8d40-7b285628ddcd,Morgan Kim,,Banksburgh,Urban,Home Decor,Second,5,981.1,0%,Debit Card,25-06-2023,5,No
